FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.2219,CE,Icapu�,Faixa 1,Oferta Publica,360000,0,0,92,CHB,,-37.353062,-4.712063
MCMV.2204,CE,Horizonte,Faixa 1,CCFGTS,3355320,69,69,100,Caixa,,-38.470674,-4.120896
MCMV.2205,CE,Horizonte,Faixa 1,CCFGTS,3668160,102,102,100,Caixa,,-38.470674,-4.120896
MCMV.2195,CE,Guaraciaba do Norte,Faixa 1,CCFGTS,206322,4,4,100,Caixa,,-40.74759,-4.158136
MCMV.2196,CE,Guaraciaba do Norte,Faixa 1,CCFGTS,61539,2,2,100,Caixa,,-40.74759,-4.158136
MCMV.2197,CE,Guaraciaba do Norte,Faixa 2,CCFGTS,115903,2,2,100,Caixa,,-40.74759,-4.158136
MCMV.2198,CE,Guaraciaba do Norte,Faixa 2,CCFGTS,119167,2,2,100,Caixa,,-40.74759,-4.158136
MCMV.2199,CE,Guaraciaba do Norte,Faixa 1,Oferta Publica,870000,0,0,26.4138,BANCO TRICURY,,-40.74759,-4.158136
MCMV.2200,CE,Guaramiranga,Faixa 1,Oferta Publica,360000,19,0,67,BANCO BONSUCESSO,,-38.93204399999985,-4.262476999999876
MCMV.2201,CE,Hidrol�ndia,Faixa 1,CCFGTS,61255.7,1,1,100,Caixa,,-40.40559499999989,-4.409579
MCMV.2176,CE,Fortaleza,Faixa 2,CCFGTS,9304460,0,0,88.78,Caixa,,-38.54306,-3.71722
MCMV.2202,CE,Hidrol�ndia,Faixa 1,Oferta Publica,24000,0,0,1,BANCO TRICURY,,-40.40559499999989,-4.409579
MCMV.2203,CE,Hidrol�ndia,Faixa 1,Oferta Publica,336000,0,0,19.7857,BANCO TRICURY,,-40.40559499999989,-4.409579
MCMV.2184,CE,Fortaleza,Faixa 3,CCFGTS,6400000,0,0,94.79,Caixa,,-38.54306,-3.71722
MCMV.2185,CE,Fortaleza,Faixa 3,CCFGTS,1625340,31,18,100,Caixa,,-38.54306,-3.71722
MCMV.2186,CE,Fortim,Faixa 1,CCFGTS,127828,3,3,100,Caixa,,-37.79806,-4.451256
MCMV.2187,CE,Fortim,Faixa 1,CCFGTS,234458,7,7,100,Caixa,,-37.79806,-4.451256
MCMV.2188,CE,Frecheirinha,Faixa 1,Oferta Publica,360000,0,0,72,CHB,,-40.81802,-3.75557
MCMV.2189,CE,General Sampaio,Faixa 1,Oferta Publica,48000,0,0,1,BANCO SCHAHIN,,-39.453958,-4.04351
MCMV.2190,CE,General Sampaio,Faixa 1,Oferta Publica,312000,0,0,27.1154,BANCO SCHAHIN,,-39.453958,-4.04351
MCMV.2191,CE,Gra�a,Faixa 1,Oferta Publica,360000,0,0,24.9333,BANCO TRICURY,,-40.749026,-4.04421
MCMV.2192,CE,Granjeiro,Faixa 1,Oferta Publica,300000,4,0,31.04,BICBANCO,,-39.21439,-6.87386
MCMV.2193,CE,Groa�ras,Faixa 1,Oferta Publica,348000,0,0,82,CHB,,-40.38522499999988,-3.917868
MCMV.2194,CE,Groa�ras,Faixa 1,Oferta Publica,12000,0,0,82,CHB,,-40.38522499999988,-3.917868
MCMV.2152,CE,Fortaleza,Faixa 1,FAR,7464820,0,0,17.25,Caixa,,-38.54306,-3.71722
MCMV.2153,CE,Fortaleza,Faixa 1,FAR,9411290,0,0,21.94,Caixa,,-38.54306,-3.71722
MCMV.2154,CE,Fortaleza,Faixa 1,FAR,13482600,0,0,22.26,Caixa,,-38.54306,-3.71722
MCMV.2155,CE,Fortaleza,Faixa 1,FAR,15207500,0,0,26.39,Caixa,,-38.54306,-3.71722
MCMV.2156,CE,Fortaleza,Faixa 1,FAR,12012600,0,0,29,Caixa,,-38.54306,-3.71722
MCMV.2157,CE,Fortaleza,Faixa 1,FAR,6129880,0,0,31.8,Caixa,,-38.54306,-3.71722
MCMV.2158,CE,Fortaleza,Faixa 1,FAR,11621700,0,0,45.47,Caixa,,-38.54306,-3.71722
MCMV.2159,CE,Fortaleza,Faixa 1,FAR,3598860,0,0,94.22,Caixa,,-38.54306,-3.71722
MCMV.2160,CE,Fortaleza,Faixa 1,FAR,7503480,168,0,95.05,Caixa,,-38.54306,-3.71722
MCMV.2161,CE,Fortaleza,Faixa 1,FAR,5397990,120,0,95.81,Caixa,,-38.54306,-3.71722
MCMV.2162,CE,Fortaleza,Faixa 1,FAR,11072700,256,0,98.59,Caixa,,-38.54306,-3.71722
MCMV.2163,CE,Fortaleza,Faixa 1,FAR,15194900,352,351,100,Caixa,,-38.54306,-3.71722
MCMV.2164,CE,Fortaleza,Faixa 2,CCFGTS,24830000,0,0,0,Caixa,,-38.54306,-3.71722
MCMV.2165,CE,Fortaleza,Faixa 2,CCFGTS,30160000,0,0,10.82,Caixa,,-38.54306,-3.71722
MCMV.2166,CE,Fortaleza,Faixa 2,CCFGTS,30237300,0,0,11.91,Caixa,,-38.54306,-3.71722
MCMV.2167,CE,Fortaleza,Faixa 2,CCFGTS,22959600,0,0,19.25,Caixa,,-38.54306,-3.71722
MCMV.2168,CE,Fortaleza,Faixa 2,CCFGTS,4300000,0,0,38.77,Caixa,,-38.54306,-3.71722
MCMV.2169,CE,Fortaleza,Faixa 2,CCFGTS,38806100,0,0,46.27,Caixa,,-38.54306,-3.71722
MCMV.2170,CE,Fortaleza,Faixa 2,CCFGTS,22323200,0,0,52.44,Caixa,,-38.54306,-3.71722
MCMV.2171,CE,Fortaleza,Faixa 2,CCFGTS,2826350,0,0,54.36,Caixa,,-38.54306,-3.71722
MCMV.2172,CE,Fortaleza,Faixa 2,CCFGTS,18042000,0,0,62.3,Caixa,,-38.54306,-3.71722
MCMV.2173,CE,Fortaleza,Faixa 2,CCFGTS,14518700,0,0,79.31,Caixa,,-38.54306,-3.71722
MCMV.2174,CE,Fortaleza,Faixa 2,CCFGTS,3200000,0,0,83.15,Caixa,,-38.54306,-3.71722
MCMV.2175,CE,Fortaleza,Faixa 2,CCFGTS,37607200,0,0,85.9,Caixa,,-38.54306,-3.71722
MCMV.2177,CE,Fortaleza,Faixa 2,CCFGTS,9200000,0,0,88.92,Caixa,,-38.54306,-3.71722
MCMV.2178,CE,Fortaleza,Faixa 2,CCFGTS,5600000,0,0,90.59,Caixa,,-38.54306,-3.71722
MCMV.2179,CE,Fortaleza,Faixa 2,CCFGTS,6196060,0,0,93.66,Caixa,,-38.54306,-3.71722
MCMV.2180,CE,Fortaleza,Faixa 2,CCFGTS,26881300,524,358,100,Caixa,,-38.54306,-3.71722
MCMV.2181,CE,Fortaleza,Faixa 2,CCFGTS,8271750,92,37,100,Caixa,,-38.54306,-3.71722
MCMV.2182,CE,Fortaleza,Faixa 3,CCFGTS,11905600,0,0,7.55,Caixa,,-38.54306,-3.71722
MCMV.2183,CE,Fortaleza,Faixa 3,CCFGTS,13116700,0,0,73.26,Caixa,,-38.54306,-3.71722
MCMV.2144,CE,Fortaleza,Faixa 1,CCFGTS,28451100,394,394,100,Caixa,,-38.54306,-3.71722
MCMV.2145,CE,Fortaleza,Faixa 1,CCFGTS,21414100,416,416,100,Caixa,,-38.54306,-3.71722
MCMV.2146,CE,Fortaleza,Faixa 2,CCFGTS,76882000,921,921,100,Caixa,,-38.54306,-3.71722
MCMV.2147,CE,Fortaleza,Faixa 2,CCFGTS,57469500,741,741,100,Caixa,,-38.54306,-3.71722
MCMV.2148,CE,Fortaleza,Faixa 3,CCFGTS,33635000,280,280,100,Banco do Brasil,,-38.54306,-3.71722
MCMV.2149,CE,Fortaleza,Faixa 3,CCFGTS,13257800,166,166,100,Caixa,,-38.54306,-3.71722
MCMV.2150,CE,Fortaleza,Faixa 3,CCFGTS,14413000,145,145,100,Caixa,,-38.54306,-3.71722
MCMV.2151,CE,Fortaleza,Faixa 1,FAR,8477670,0,0,13.12,Caixa,,-38.54306,-3.71722
MCMV.2132,CE,Eus�bio,Faixa 1,CCFGTS,500171,6,6,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2133,CE,Eus�bio,Faixa 1,CCFGTS,158925,3,3,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2134,CE,Eus�bio,Faixa 2,CCFGTS,2579320,29,29,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2135,CE,Eus�bio,Faixa 2,CCFGTS,963901,11,11,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2136,CE,Eus�bio,Faixa 3,CCFGTS,133672,2,2,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2137,CE,Eus�bio,Faixa 3,CCFGTS,194500,2,2,100,Caixa,,-38.45587499999988,-3.8925
MCMV.2138,CE,Farias Brito,Faixa 1,CCFGTS,835484,14,14,100,Caixa,,-39.565114,-6.92146
MCMV.2139,CE,Farias Brito,Faixa 1,CCFGTS,101500,3,3,100,Caixa,,-39.565114,-6.92146
MCMV.2140,CE,Farias Brito,Faixa 2,CCFGTS,132069,2,2,100,Caixa,,-39.565114,-6.92146
MCMV.2141,CE,Farias Brito,Faixa 1,Oferta Publica,300000,5,0,43.8,BICBANCO,,-39.565114,-6.92146
MCMV.2142,CE,Forquilha,Faixa 1,Oferta Publica,60000,0,0,1,BANCO TRICURY,,-40.263404999999864,-3.79945
MCMV.2143,CE,Forquilha,Faixa 1,Oferta Publica,825000,16,16,35.6,BANCO TRICURY,,-40.263404999999864,-3.79945
MCMV.2128,CE,Cruz,Faixa 1,Oferta Publica,675000,20,0,95,BICBANCO,,-40.17598,-2.918128
MCMV.2129,CE,Deputado Irapuan Pinheiro,Faixa 1,Oferta Publica,360000,15,0,77.1,BANCO SCHAHIN,,-39.25701,-5.914848
MCMV.2130,CE,Erer�,Faixa 1,Oferta Publica,24000,1,0,90.5,BANCO BONSUCESSO,,-38.34611,-6.027508
MCMV.2131,CE,Erer�,Faixa 1,Oferta Publica,336000,26,0,99.5357,BANCO BONSUCESSO,,-38.34611,-6.027508
MCMV.2119,CE,Crato,Faixa 1,CCFGTS,9960390,152,152,100,Caixa,,-39.410299,-7.215303
MCMV.2120,CE,Crato,Faixa 1,CCFGTS,6063990,136,136,100,Caixa,,-39.410299,-7.215303
MCMV.2121,CE,Crato,Faixa 2,CCFGTS,5405760,79,79,100,Caixa,,-39.410299,-7.215303
MCMV.2122,CE,Crato,Faixa 2,CCFGTS,3498840,59,59,100,Caixa,,-39.410299,-7.215303
MCMV.2123,CE,Crato,Faixa 3,CCFGTS,161412,3,3,100,Caixa,,-39.410299,-7.215303
MCMV.2124,CE,Crato,Faixa 3,CCFGTS,900077,11,11,100,Caixa,,-39.410299,-7.215303
MCMV.2125,CE,Croat�,Faixa 2,CCFGTS,150103,2,2,100,Caixa,,-40.90223,-4.4048
MCMV.2126,CE,Croat�,Faixa 1,Oferta Publica,36000,0,0,31,BANCO TRICURY,,-40.90223,-4.4048
MCMV.2127,CE,Croat�,Faixa 1,Oferta Publica,300000,24,0,96.2,BANCO TRICURY,,-40.90223,-4.4048
MCMV.2114,CE,Crate�s,Faixa 1,CCFGTS,594553,10,10,100,Caixa,,-40.65363,-5.16768
MCMV.2115,CE,Crate�s,Faixa 1,CCFGTS,1379110,27,27,100,Caixa,,-40.65363,-5.16768
MCMV.2116,CE,Crate�s,Faixa 2,CCFGTS,610856,8,8,100,Caixa,,-40.65363,-5.16768
MCMV.2117,CE,Crate�s,Faixa 2,CCFGTS,2421130,34,34,100,Caixa,,-40.65363,-5.16768
MCMV.2118,CE,Crate�s,Faixa 3,CCFGTS,145000,2,2,100,Caixa,,-40.65363,-5.16768
MCMV.2089,CE,Caucaia,Faixa 1,FAR,9359800,0,0,12.34,Caixa,,-38.66193,-3.72797
MCMV.2091,CE,Caucaia,Faixa 1,FAR,11432000,0,0,17.17,Caixa,,-38.66193,-3.72797
MCMV.2092,CE,Caucaia,Faixa 1,FAR,19439700,0,0,18.13,Caixa,,-38.66193,-3.72797
MCMV.2093,CE,Caucaia,Faixa 1,FAR,10799500,0,0,19.84,Caixa,,-38.66193,-3.72797
MCMV.2094,CE,Caucaia,Faixa 1,FAR,12959000,0,0,19.99,Caixa,,-38.66193,-3.72797
MCMV.2095,CE,Caucaia,Faixa 1,FAR,10600400,0,0,57.1,Caixa,,-38.66193,-3.72797
MCMV.2096,CE,Caucaia,Faixa 1,FAR,10438100,0,0,66.87,Caixa,,-38.66193,-3.72797
MCMV.2097,CE,Caucaia,Faixa 1,FAR,7558590,0,0,74.48,Caixa,,-38.66193,-3.72797
MCMV.2098,CE,Caucaia,Faixa 1,FAR,7558130,0,0,75.78,Caixa,,-38.66193,-3.72797
MCMV.2099,CE,Caucaia,Faixa 1,FAR,7452770,0,0,78.62,Caixa,,-38.66193,-3.72797
MCMV.2100,CE,Caucaia,Faixa 1,FAR,7405670,0,0,86.68,Caixa,,-38.66193,-3.72797
MCMV.2101,CE,Caucaia,Faixa 1,FAR,9099220,0,0,91.94,Caixa,,-38.66193,-3.72797
MCMV.2102,CE,Caucaia,Faixa 1,FAR,9407540,0,0,92.04,Caixa,,-38.66193,-3.72797
MCMV.2103,CE,Caucaia,Faixa 1,FAR,8997170,0,0,92.07,Caixa,,-38.66193,-3.72797
MCMV.2104,CE,Caucaia,Faixa 1,FAR,10116800,0,0,93.81,Caixa,,-38.66193,-3.72797
MCMV.2105,CE,Caucaia,Faixa 1,FAR,7811800,200,0,96.04,Caixa,,-38.66193,-3.72797
MCMV.2106,CE,Caucaia,Faixa 2,CCFGTS,1416000,0,0,0,Caixa,,-38.66193,-3.72797
MCMV.2107,CE,Caucaia,Faixa 2,CCFGTS,2011200,0,0,1,Caixa,,-38.66193,-3.72797
MCMV.2108,CE,Cedro,Faixa 1,Oferta Publica,795000,53,17,100,BICBANCO,,-39.060868999999855,-6.600342
MCMV.2109,CE,Chaval,Faixa 1,Oferta Publica,360000,30,22,100,BICBANCO,,-41.24346,-3.035708
MCMV.2110,CE,Chor�,Faixa 1,Oferta Publica,324000,0,0,28.3704,BANCO SCHAHIN,,-39.1344,-4.839062
MCMV.2111,CE,Chor�,Faixa 1,Oferta Publica,36000,0,0,66.5,BANCO SCHAHIN,,-39.1344,-4.839062
MCMV.2112,CE,Chorozinho,Faixa 1,FAR,15720400,0,0,4.37,Caixa,,-38.498572,-4.28873
MCMV.2113,CE,Corea�,Faixa 1,Oferta Publica,900000,39,0,74.7,BANCO TRICURY,,-40.658656,-3.541495999999881
MCMV.2090,CE,Caucaia,Faixa 1,FAR,11519500,0,0,12.82,Caixa,,-38.66193,-3.72797
MCMV.2080,CE,Caucaia,Faixa 1,CCFGTS,9537680,155,155,100,Caixa,,-38.66193,-3.72797
MCMV.2081,CE,Caucaia,Faixa 1,CCFGTS,8909350,186,186,100,Caixa,,-38.66193,-3.72797
MCMV.2082,CE,Caucaia,Faixa 2,CCFGTS,3190950,51,51,100,Caixa,,-38.66193,-3.72797
MCMV.2083,CE,Caucaia,Faixa 2,CCFGTS,5163990,80,80,100,Caixa,,-38.66193,-3.72797
MCMV.2084,CE,Caucaia,Faixa 3,CCFGTS,157220,4,4,100,Caixa,,-38.66193,-3.72797
MCMV.2085,CE,Caucaia,Faixa 3,CCFGTS,415700,6,6,100,Caixa,,-38.66193,-3.72797
MCMV.2086,CE,Caucaia,Faixa 1,FAR,21167600,0,0,2.43,Caixa,,-38.66193,-3.72797
MCMV.2069,CE,Cascavel,Faixa 1,CCFGTS,55034.6,1,1,100,Caixa,,-38.24117799999988,-4.12967
MCMV.2070,CE,Cascavel,Faixa 1,CCFGTS,152909,3,3,100,Caixa,,-38.24117799999988,-4.12967
MCMV.2071,CE,Cascavel,Faixa 2,CCFGTS,404138,5,5,100,Caixa,,-38.24117799999988,-4.12967
MCMV.2072,CE,Cascavel,Faixa 2,CCFGTS,573747,7,7,100,Caixa,,-38.24117799999988,-4.12967
MCMV.2073,CE,Cascavel,Faixa 3,CCFGTS,52000,1,1,100,Caixa,,-38.24117799999988,-4.12967
MCMV.2074,CE,Cascavel,Faixa 1,FAR,6559750,160,0,95.17,Caixa,,-38.24117799999988,-4.12967
MCMV.2075,CE,Catarina,Faixa 2,CCFGTS,35094,0,0,100,Caixa,,-39.87364399999984,-6.12291
MCMV.2076,CE,Catunda,Faixa 1,CCFGTS,202722,3,3,100,Caixa,,-40.19999,-4.64336
MCMV.2077,CE,Catunda,Faixa 1,CCFGTS,52000,0,0,100,Caixa,,-40.19999,-4.64336
MCMV.2078,CE,Catunda,Faixa 2,CCFGTS,322882,0,0,100,Caixa,,-40.19999,-4.64336
MCMV.2079,CE,Catunda,Faixa 1,Oferta Publica,360000,0,0,22.9,BANCO SCHAHIN,,-40.19999,-4.64336
MCMV.2066,CE,Cari�s,Faixa 1,CCFGTS,47950.6,1,1,100,Caixa,,-39.49162,-6.52428
MCMV.2067,CE,Cari�s,Faixa 1,Oferta Publica,360000,23,17,86.8,BICBANCO,,-39.49162,-6.52428
MCMV.2068,CE,Carnaubal,Faixa 1,Oferta Publica,360000,0,0,18.0333,BANCO TRICURY,,-40.9413,-4.159846
MCMV.2055,CE,Canind�,Faixa 1,CCFGTS,1415220,23,23,100,Caixa,,-39.3155,-4.35162
MCMV.2056,CE,Canind�,Faixa 1,CCFGTS,374509,7,7,100,Caixa,,-39.3155,-4.35162
MCMV.2057,CE,Canind�,Faixa 2,CCFGTS,1156260,18,18,100,Caixa,,-39.3155,-4.35162
MCMV.2058,CE,Canind�,Faixa 2,CCFGTS,710883,11,11,100,Caixa,,-39.3155,-4.35162
MCMV.2059,CE,Canind�,Faixa 3,CCFGTS,111500,2,2,100,Caixa,,-39.3155,-4.35162
MCMV.2060,CE,Capistrano,Faixa 1,Oferta Publica,24000,0,0,0,BANCO BONSUCESSO,,-38.90484,-4.455688
MCMV.2061,CE,Capistrano,Faixa 1,Oferta Publica,336000,28,0,100,BANCO BONSUCESSO,,-38.90484,-4.455688
MCMV.2062,CE,Caridade,Faixa 1,Oferta Publica,36000,0,0,1,BANCO SCHAHIN,,-39.19117,-4.225141
MCMV.2063,CE,Caridade,Faixa 1,Oferta Publica,324000,0,0,21.9259,BANCO SCHAHIN,,-39.19117,-4.225141
MCMV.2064,CE,Carir�,Faixa 1,Oferta Publica,360000,1,0,31.3,BANCO TRICURY,,-40.47603,-3.94858
MCMV.2065,CE,Cariria�u,Faixa 1,Oferta Publica,690000,8,0,33.1739,BICBANCO,,-39.28276,-7.028076
MCMV.2045,CE,Bela Cruz,Faixa 1,Oferta Publica,855000,0,0,44,CHB,,-40.16713,-3.04996
MCMV.2046,CE,Bela Cruz,Faixa 1,Oferta Publica,30000,0,0,44,CHB,,-40.16713,-3.04996
MCMV.2047,CE,Brejo Santo,Faixa 1,CCFGTS,452783,9,9,100,Caixa,,-38.979911,-7.484686
MCMV.2048,CE,Brejo Santo,Faixa 1,CCFGTS,342000,10,10,100,Caixa,,-38.979911,-7.484686
MCMV.2049,CE,Brejo Santo,Faixa 2,CCFGTS,388278,6,6,100,Caixa,,-38.979911,-7.484686
MCMV.2050,CE,Brejo Santo,Faixa 2,CCFGTS,388187,4,4,100,Caixa,,-38.979911,-7.484686
MCMV.2051,CE,Camocim,Faixa 1,CCFGTS,333240,7,7,100,Caixa,,-40.85436199999987,-2.9005
MCMV.2052,CE,Camocim,Faixa 2,CCFGTS,63034.6,1,1,100,Caixa,,-40.85436199999987,-2.9005
MCMV.2053,CE,Camocim,Faixa 2,CCFGTS,334310,6,6,100,Caixa,,-40.85436199999987,-2.9005
MCMV.2054,CE,Campos Sales,Faixa 1,Oferta Publica,735000,3,0,24.7755,BICBANCO,,-40.36868,-7.067611
MCMV.2039,CE,Beberibe,Faixa 1,CCFGTS,164055,3,3,100,Caixa,,-38.12707499999988,-4.177415
MCMV.2040,CE,Beberibe,Faixa 1,CCFGTS,173798,4,4,100,Caixa,,-38.12707499999988,-4.177415
MCMV.2041,CE,Beberibe,Faixa 2,CCFGTS,216303,3,3,100,Caixa,,-38.12707499999988,-4.177415
MCMV.2042,CE,Beberibe,Faixa 3,CCFGTS,131000,2,2,100,Caixa,,-38.12707499999988,-4.177415
MCMV.2043,CE,Beberibe,Faixa 1,Oferta Publica,900000,0,0,0,ECONOMISA,,-38.12707499999988,-4.177415
MCMV.2044,CE,Beberibe,Faixa 1,Oferta Publica,900000,0,0,13,ECONOMISA,,-38.12707499999988,-4.177415
MCMV.2032,CE,Barro,Faixa 1,Oferta Publica,795000,21,16,52.3774,BICBANCO,,-38.77413299999989,-7.171879
MCMV.2033,CE,Barroquinha,Faixa 1,Oferta Publica,264000,22,13,100,BICBANCO,,-41.135849999999834,-3.02051
MCMV.2034,CE,Baturit�,Faixa 1,CCFGTS,51937,1,1,100,Caixa,,-38.88121,-4.325983
MCMV.2035,CE,Baturit�,Faixa 1,CCFGTS,99042.8,2,2,100,Caixa,,-38.88121,-4.325983
MCMV.2036,CE,Baturit�,Faixa 2,CCFGTS,63016.1,1,1,100,Caixa,,-38.88121,-4.325983
MCMV.2037,CE,Baturit�,Faixa 1,Oferta Publica,870000,0,0,30,CHB,,-38.88121,-4.325983
MCMV.2038,CE,Baturit�,Faixa 1,Oferta Publica,30000,0,0,30,CHB,,-38.88121,-4.325983
MCMV.2022,CE,Barbalha,Faixa 1,CCFGTS,1450620,31,31,100,Caixa,,-39.30207999999976,-7.298203
MCMV.2023,CE,Barbalha,Faixa 1,CCFGTS,702998,17,17,100,Caixa,,-39.30207999999976,-7.298203
MCMV.2024,CE,Barbalha,Faixa 2,CCFGTS,1118640,21,21,100,Caixa,,-39.30207999999976,-7.298203
MCMV.2025,CE,Barbalha,Faixa 2,CCFGTS,377053,7,7,100,Caixa,,-39.30207999999976,-7.298203
MCMV.2026,CE,Barbalha,Faixa 3,CCFGTS,112882,3,3,100,Caixa,,-39.30207999999976,-7.298203
MCMV.2027,CE,Barreira,Faixa 1,Oferta Publica,12000,0,0,0,BANCO BONSUCESSO,,-38.64291,-4.28921
MCMV.2028,CE,Barreira,Faixa 1,Oferta Publica,348000,29,0,100,BANCO BONSUCESSO,,-38.64291,-4.28921
MCMV.2029,CE,Barro,Faixa 1,CCFGTS,75034.6,1,1,100,Caixa,,-38.77413299999989,-7.171879
MCMV.2030,CE,Barro,Faixa 2,CCFGTS,75034.6,1,1,100,Caixa,,-38.77413299999989,-7.171879
MCMV.2031,CE,Barro,Faixa 2,CCFGTS,36886,1,1,100,Caixa,,-38.77413299999989,-7.171879
MCMV.2013,CE,Assar�,Faixa 1,CCFGTS,58034.6,1,1,100,Caixa,,-39.868872,-6.866897
MCMV.2014,CE,Assar�,Faixa 1,CCFGTS,156952,4,4,100,Caixa,,-39.868872,-6.866897
MCMV.2015,CE,Assar�,Faixa 2,CCFGTS,58034.6,1,1,100,Caixa,,-39.868872,-6.866897
MCMV.2016,CE,Assar�,Faixa 2,CCFGTS,130950,3,3,100,Caixa,,-39.868872,-6.866897
MCMV.2017,CE,Assar�,Faixa 1,Oferta Publica,750000,13,0,37.8163,BICBANCO,,-39.868872,-6.866897
MCMV.2018,CE,Aurora,Faixa 2,CCFGTS,60034.6,1,1,100,Caixa,,-38.97422,-6.933487
MCMV.2019,CE,Aurora,Faixa 1,Oferta Publica,645000,9,0,33.0698,BICBANCO,,-38.97422,-6.933487
MCMV.2020,CE,Baixio,Faixa 1,Oferta Publica,360000,30,8,100,BICBANCO,,-38.71338,-6.71945
MCMV.2021,CE,Banabui�,Faixa 1,Oferta Publica,360000,26,26,99,CHB,,-38.91317,-5.30454
MCMV.2001,CE,Aracati,Faixa 2,CCFGTS,2365150,38,38,100,Caixa,,-37.7678939999999,-4.558259
MCMV.2002,CE,Aracati,Faixa 3,CCFGTS,150000,2,2,100,Caixa,,-37.7678939999999,-4.558259
MCMV.2003,CE,Aracati,Faixa 3,CCFGTS,82000,1,1,100,Caixa,,-37.7678939999999,-4.558259
MCMV.2004,CE,Aracoiaba,Faixa 1,Oferta Publica,30000,0,0,0,BANCO BONSUCESSO,,-38.812511999999856,-4.36872
MCMV.2005,CE,Aracoiaba,Faixa 1,Oferta Publica,870000,58,0,100,BANCO BONSUCESSO,,-38.812511999999856,-4.36872
MCMV.2006,CE,Ararend�,Faixa 1,Oferta Publica,24000,0,0,0,BANCO SCHAHIN,,-40.83099,-4.74567
MCMV.2007,CE,Ararend�,Faixa 1,Oferta Publica,336000,28,0,100,BANCO SCHAHIN,,-40.83099,-4.74567
MCMV.2008,CE,Araripe,Faixa 1,Oferta Publica,795000,16,7,45.6981,BICBANCO,,-40.13589,-7.21319
MCMV.2009,CE,Aratuba,Faixa 1,Oferta Publica,12000,0,0,76,BANCO BONSUCESSO,,-39.047117,-4.41229
MCMV.2010,CE,Aratuba,Faixa 1,Oferta Publica,348000,14,0,92069,BANCO BONSUCESSO,,-39.047117,-4.41229
MCMV.2011,CE,Arneiroz,Faixa 1,Oferta Publica,12000,0,0,0,BANCO SCHAHIN,,-40.16528,-6.3165
MCMV.2012,CE,Arneiroz,Faixa 1,Oferta Publica,348000,0,0,1,BANCO SCHAHIN,,-40.16528,-6.3165
MCMV.1998,CE,Aracati,Faixa 1,CCFGTS,1326140,20,20,100,Caixa,,-37.7678939999999,-4.558259
MCMV.1999,CE,Aracati,Faixa 1,CCFGTS,3488510,70,70,100,Caixa,,-37.7678939999999,-4.558259
MCMV.2000,CE,Aracati,Faixa 2,CCFGTS,2647110,36,36,100,Caixa,,-37.7678939999999,-4.558259
MCMV.1990,CE,Aquiraz,Faixa 1,CCFGTS,2033250,34,34,100,Caixa,,-38.389563,-3.899293
MCMV.1991,CE,Aquiraz,Faixa 1,CCFGTS,1820060,37,37,100,Caixa,,-38.389563,-3.899293
MCMV.1992,CE,Aquiraz,Faixa 2,CCFGTS,624168,11,11,100,Caixa,,-38.389563,-3.899293
MCMV.1993,CE,Aquiraz,Faixa 2,CCFGTS,2222490,33,33,100,Caixa,,-38.389563,-3.899293
MCMV.1994,CE,Aquiraz,Faixa 3,CCFGTS,44000,1,1,100,Caixa,,-38.389563,-3.899293
MCMV.1995,CE,Aquiraz,Faixa 3,CCFGTS,395258,5,5,100,Caixa,,-38.389563,-3.899293
MCMV.1996,CE,Aquiraz,Faixa 1,FAR,7054430,0,0,2.91,Caixa,,-38.389563,-3.899293
MCMV.1997,CE,Aquiraz,Faixa 1,FAR,6978400,160,160,100,Caixa,,-38.389563,-3.899293
MCMV.1975,CE,Acara�,Faixa 2,CCFGTS,88832.6,1,1,100,Caixa,,-40.11831,-2.887689
MCMV.1976,CE,Acara�,Faixa 3,CCFGTS,45000,1,1,100,Caixa,,-40.11831,-2.887689
MCMV.1977,CE,Acopiara,Faixa 1,CCFGTS,72034.6,1,1,100,Caixa,,-39.44804,-6.089114
MCMV.1978,CE,Acopiara,Faixa 1,CCFGTS,380335,8,8,100,Caixa,,-39.44804,-6.089114
MCMV.1979,CE,Acopiara,Faixa 2,CCFGTS,256766,4,4,100,Caixa,,-39.44804,-6.089114
MCMV.1980,CE,Acopiara,Faixa 2,CCFGTS,1043040,15,15,100,Caixa,,-39.44804,-6.089114
MCMV.1981,CE,Aiuaba,Faixa 1,Oferta Publica,324000,0,0,1,BANCO SCHAHIN,,-40.11782,-6.57122
MCMV.1982,CE,Aiuaba,Faixa 1,Oferta Publica,24000,0,0,1,BANCO SCHAHIN,,-40.11782,-6.57122
MCMV.1983,CE,Alc�ntaras,Faixa 1,Oferta Publica,360000,0,0,18.4667,BANCO TRICURY,,-40.54786699999988,-3.58537
MCMV.1984,CE,Altaneira,Faixa 1,Oferta Publica,12000,0,0,10,BICBANCO,,-39.74805,-6.988047
MCMV.1985,CE,Altaneira,Faixa 1,Oferta Publica,264000,9,0,49.5909,BICBANCO,,-39.74805,-6.988047
MCMV.1986,CE,Alto Santo,Faixa 1,Oferta Publica,900000,0,0,30,CHB,,-38.274318,-5.508941
